NOTICE:  Player ID: 327, Name: Pascale Lambert, Total Points: 28
NOTICE:  Player ID: 159, Name: Malcolm Pitts, Total Points: 12
NOTICE:  Player ID: 489, Name: Heidi Stevenson, Total Points: 4
NOTICE:  Player ID: 351, Name: Jessica Payne, Total Points: 16
NOTICE:  Player ID: 213, Name: Jada Reed, Total Points: 5
NOTICE:  Player ID: 352, Name: Edward Randolph, Total Points: 29
NOTICE:  Player ID: 141, Name: Jonah Greene, Total Points: 8
NOTICE:  Player ID: 292, Name: Jessica Garcia, Total Points: 26
NOTICE:  Player ID: 144, Name: Shaeleigh Mayer, Total Points: 13
NOTICE:  Player ID: 139, Name: Anthony Woodward, Total Points: 27
NOTICE:  Player ID: 192, Name: Michael Frederick, Total Points: 18
NOTICE:  Player ID: 57, Name: Martina Bradford, Total Points: 10
NOTICE:  Player ID: 106, Name: Buckminster Randolph, Total Points: 0
NOTICE:  Player ID: 70, Name: William Bryant, Total Points: 6
NOTICE:  Player ID: 422, Name: Aristotle Edwards, Total Points: 10
NOTICE:  Player ID: 389, Name: Joshua Griffin, Total Points: 14
NOTICE:  Player ID: 367, Name: Camille Briggs, Total Points: 8
NOTICE:  Player ID: 488, Name: Ivy Yang, Total Points: 7
NOTICE:  Player ID: 190, Name: Garrison Bolton, Total Points: 0
NOTICE:  Player ID: 54, Name: Jose Ward, Total Points: 2
NOTICE:  Player ID: 60, Name: Robert Dunn, Total Points: 12
NOTICE:  Player ID: 215, Name: Rana Langley, Total Points: 15
NOTICE:  Player ID: 140, Name: Daniel Davis, Total Points: 4
NOTICE:  Player ID: 51, Name: Thomas Boyle, Total Points: 3
NOTICE:  Player ID: 133, Name: Robert Kirby, Total Points: 3
NOTICE:  Player ID: 270, Name: Shawn Freeman, Total Points: 2
NOTICE:  Player ID: 98, Name: Angela Vargas, Total Points: 27
NOTICE:  Player ID: 394, Name: John Mcknight, Total Points: 25
NOTICE:  Player ID: 279, Name: Allen Noble, Total Points: 7
NOTICE:  Player ID: 49, Name: Margaret Robertson, Total Points: 12
NOTICE:  Player ID: 269, Name: Richard Brady, Total Points: 30
NOTICE:  Player ID: 116, Name: Macon Anthony, Total Points: 13
NOTICE:  Player ID: 297, Name: Scott Bowen, Total Points: 9
NOTICE:  Player ID: 97, Name: Jeffrey Turner, Total Points: 17
NOTICE:  Player ID: 317, Name: Graiden Dickerson, Total Points: 7
NOTICE:  Player ID: 173, Name: Nomlanga Dixon, Total Points: 2
NOTICE:  Player ID: 47, Name: Krystal Bradley, Total Points: 6
NOTICE:  Player ID: 155, Name: Lars Richards, Total Points: 0
NOTICE:  Player ID: 145, Name: Kevin Clayton, Total Points: 19
NOTICE:  Player ID: 67, Name: Melissa Ramos, Total Points: 15
NOTICE:  Player ID: 264, Name: Jacqueline Anderson, Total Points: 3
NOTICE:  Player ID: 394, Name: Beck Charles, Total Points: 3
NOTICE:  Player ID: 257, Name: Lisa Trujillo, Total Points: 14
NOTICE:  Player ID: 63, Name: Germane Turner, Total Points: 9
NOTICE:  Player ID: 210, Name: Kuame Lucas, Total Points: 8
NOTICE:  Player ID: 165, Name: Michael Pugh, Total Points: 5
NOTICE:  Player ID: 48, Name: Gregory Chase, Total Points: 4
NOTICE:  Player ID: 80, Name: Rashad Hull, Total Points: 3
NOTICE:  Player ID: 212, Name: Michael Cooper, Total Points: 4
NOTICE:  Player ID: 254, Name: Jason Rojas, Total Points: 1
NOTICE:  Player ID: 189, Name: Barrett Hickman, Total Points: 3
NOTICE:  Player ID: 54, Name: Shellie Frazier, Total Points: 2
NOTICE:  Player ID: 275, Name: Troy Morris, Total Points: 5
NOTICE:  Player ID: 161, Name: Connor Hall, Total Points: 5
NOTICE:  Player ID: 336, Name: Charles Beasley, Total Points: 0
NOTICE:  Player ID: 384, Name: Aladdin Ray, Total Points: 0
NOTICE:  Player ID: 243, Name: Evangeline Blake, Total Points: 1
NOTICE:  Player ID: 107, Name: Jonathan Rivera, Total Points: 22
NOTICE:  Player ID: 13, Name: Janice Stone, Total Points: 0
NOTICE:  Player ID: 381, Name: Gina Pace, Total Points: 10
NOTICE:  Player ID: 272, Name: Jessica Ellis, Total Points: 12
NOTICE:  Player ID: 64, Name: Christian Elliott, Total Points: 25
NOTICE:  Player ID: 196, Name: Mira Franklin, Total Points: 6
NOTICE:  Player ID: 17, Name: Caesar Baxter, Total Points: 2
NOTICE:  Player ID: 346, Name: Michelle Ayala, Total Points: 0
NOTICE:  Player ID: 34, Name: Vincent Miller, Total Points: 15
NOTICE:  Player ID: 285, Name: Ann May, Total Points: 13
NOTICE:  Player ID: 259, Name: Lyle Mcpherson, Total Points: 19
NOTICE:  Player ID: 483, Name: Eric Montgomery, Total Points: 6
NOTICE:  Player ID: 357, Name: Travis Brown, Total Points: 24
NOTICE:  Player ID: 200, Name: Ursula Dodson, Total Points: 4
NOTICE:  Player ID: 398, Name: Joseph Johnson, Total Points: 29
NOTICE:  Player ID: 148, Name: Brian Smith, Total Points: 15
NOTICE:  Player ID: 372, Name: Eric Parks, Total Points: 23
NOTICE:  Player ID: 134, Name: Carlos Hernandez, Total Points: 28
NOTICE:  Player ID: 373, Name: Jason Gates, Total Points: 4
NOTICE:  Player ID: 183, Name: Brittney Gonzalez, Total Points: 11
NOTICE:  Player ID: 93, Name: Donald Holder, Total Points: 12
NOTICE:  Player ID: 229, Name: Cheryl Matthews, Total Points: 5
NOTICE:  Player ID: 205, Name: Beck Frye, Total Points: 23
NOTICE:  Player ID: 353, Name: Gavin Best, Total Points: 13
NOTICE:  Player ID: 287, Name: Aaron Woods, Total Points: 1
NOTICE:  Player ID: 390, Name: Shoshana Hernandez, Total Points: 18
NOTICE:  Player ID: 277, Name: Ariel Yates, Total Points: 24
NOTICE:  Player ID: 215, Name: Rana Langley, Total Points: 10
NOTICE:  Player ID: 304, Name: Kenyon Church, Total Points: 0
NOTICE:  Player ID: 5, Name: Candice Baker, Total Points: 11
NOTICE:  Player ID: 390, Name: Shoshana Hernandez, Total Points: 9
NOTICE:  Player ID: 119, Name: Kyle Ward, Total Points: 3
NOTICE:  Player ID: 207, Name: Logan Robbins, Total Points: 16
NOTICE:  Player ID: 260, Name: Ashley Farley, Total Points: 11
NOTICE:  Player ID: 374, Name: Cody Bird, Total Points: 8
NOTICE:  Player ID: 107, Name: Zena Hopkins, Total Points: 13
NOTICE:  Player ID: 472, Name: Cyrus Wyatt, Total Points: 10
NOTICE:  Player ID: 311, Name: Paul Combs, Total Points: 10
NOTICE:  Player ID: 232, Name: Samantha Lawrence, Total Points: 7
NOTICE:  Player ID: 386, Name: Silas Paul, Total Points: 4
NOTICE:  Player ID: 94, Name: Lisa Dennis, Total Points: 7
NOTICE:  Player ID: 281, Name: Wang Castillo, Total Points: 12
NOTICE:  Player ID: 405, Name: Montana Morton, Total Points: 12
NOTICE:  Player ID: 55, Name: Bryan Wilson, Total Points: 11
NOTICE:  Player ID: 260, Name: Hu Farley, Total Points: 17
NOTICE:  Player ID: 223, Name: Brittany Price, Total Points: 8
NOTICE:  Player ID: 212, Name: Robin Robles, Total Points: 1
NOTICE:  Player ID: 420, Name: Asher Savage, Total Points: 6
NOTICE:  Player ID: 191, Name: Kirk Bean, Total Points: 8
NOTICE:  Player ID: 459, Name: Hayden Yates, Total Points: 5
NOTICE:  Player ID: 106, Name: Buckminster Randolph, Total Points: 3
NOTICE:  Player ID: 44, Name: Ian Schmidt, Total Points: 7
NOTICE:  Player ID: 132, Name: Sierra Barnett, Total Points: 0
NOTICE:  Player ID: 44, Name: Taylor Lee, Total Points: 7
NOTICE:  Player ID: 387, Name: Lillith Baldwin, Total Points: 10
NOTICE:  Player ID: 146, Name: Desiree Garrison, Total Points: 7
NOTICE:  Player ID: 258, Name: Amanda Carlson, Total Points: 0
NOTICE:  Player ID: 143, Name: Elliott Beard, Total Points: 3
NOTICE:  Player ID: 264, Name: Axel Banks, Total Points: 9
NOTICE:  Player ID: 247, Name: Joseph Daniels, Total Points: 5
NOTICE:  Player ID: 207, Name: William Stone, Total Points: 16
NOTICE:  Player ID: 381, Name: Hyacinth Barker, Total Points: 28
NOTICE:  Player ID: 285, Name: Ann May, Total Points: 18
NOTICE:  Player ID: 199, Name: Kristina Jones, Total Points: 4
NOTICE:  Player ID: 364, Name: Ira Peterson, Total Points: 20
NOTICE:  Player ID: 112, Name: Timothy Booth, Total Points: 3
NOTICE:  Player ID: 385, Name: Berk Farmer, Total Points: 21
NOTICE:  Player ID: 225, Name: Barbara Lloyd, Total Points: 28
NOTICE:  Player ID: 22, Name: Paula Foster, Total Points: 15
NOTICE:  Player ID: 337, Name: Britanney Benjamin, Total Points: 9
NOTICE:  Player ID: 2, Name: Chase Britt, Total Points: 7
NOTICE:  Player ID: 154, Name: Rachel Elliott, Total Points: 10
NOTICE:  Player ID: 235, Name: Paul Carlson, Total Points: 11
NOTICE:  Player ID: 387, Name: Tyler Reyes, Total Points: 10
NOTICE:  Player ID: 166, Name: Jacob Willis, Total Points: 20
NOTICE:  Player ID: 315, Name: Bill Brown, Total Points: 1
NOTICE:  Player ID: 89, Name: John Jones, Total Points: 10
NOTICE:  Player ID: 214, Name: Dominique Taylor, Total Points: 10
NOTICE:  Player ID: 110, Name: Jordan Melton, Total Points: 11
NOTICE:  Player ID: 195, Name: Samuel Carter, Total Points: 16
NOTICE:  Player ID: 406, Name: Grady Rojas, Total Points: 12
NOTICE:  Player ID: 418, Name: Deborah Stephens, Total Points: 1
NOTICE:  Player ID: 92, Name: Kameko Mccall, Total Points: 5
NOTICE:  Player ID: 214, Name: Samuel Horton, Total Points: 11
NOTICE:  Player ID: 257, Name: Timothy Bond, Total Points: 14
NOTICE:  Player ID: 222, Name: Gisela Contreras, Total Points: 3
NOTICE:  Player ID: 147, Name: Clayton Gray, Total Points: 26
NOTICE:  Player ID: 307, Name: Kristen Leon, Total Points: 10
NOTICE:  Player ID: 367, Name: Camille Briggs, Total Points: 9
NOTICE:  Player ID: 143, Name: Elliott Beard, Total Points: 0
NOTICE:  Player ID: 334, Name: Victor Bradley, Total Points: 18
NOTICE:  Player ID: 234, Name: Quyn Patel, Total Points: 1
NOTICE:  Player ID: 128, Name: Steven Oconnor, Total Points: 29
NOTICE:  Player ID: 63, Name: Alicia Rice, Total Points: 7
NOTICE:  Player ID: 247, Name: Orlando Morgan, Total Points: 10
NOTICE:  Player ID: 138, Name: Amanda Mitchell, Total Points: 3
NOTICE:  Player ID: 216, Name: Andrew Cooper, Total Points: 12
NOTICE:  Player ID: 300, Name: Donald Martinez, Total Points: 7
NOTICE:  Player ID: 259, Name: Mario Padilla, Total Points: 19
NOTICE:  Player ID: 246, Name: Andrea Wilson, Total Points: 3
NOTICE:  Player ID: 117, Name: Rose Arnold, Total Points: 29
NOTICE:  Player ID: 105, Name: Delilah Wells, Total Points: 20
NOTICE:  Player ID: 226, Name: Michael Gonzalez, Total Points: 8
NOTICE:  Player ID: 319, Name: Joshua Collins, Total Points: 10
NOTICE:  Player ID: 23, Name: Stephanie Ballard, Total Points: 3
NOTICE:  Player ID: 246, Name: Kelsie Mendoza, Total Points: 3
NOTICE:  Player ID: 320, Name: Samantha Mccann, Total Points: 5
NOTICE:  Player ID: 14, Name: Whitney Mendoza, Total Points: 17
NOTICE:  Player ID: 330, Name: Hanna Fernandez, Total Points: 12
NOTICE:  Player ID: 31, Name: Mark Kennedy, Total Points: 20
NOTICE:  Player ID: 182, Name: Michael Raymond, Total Points: 23
NOTICE:  Player ID: 433, Name: Emerald Spencer, Total Points: 0
NOTICE:  Player ID: 324, Name: Zoe Key, Total Points: 7
NOTICE:  Player ID: 349, Name: Jodi Sanchez, Total Points: 25
NOTICE:  Player ID: 71, Name: Mercedes Mcdaniel, Total Points: 23
NOTICE:  Player ID: 318, Name: Christopher Herrera, Total Points: 2
NOTICE:  Player ID: 481, Name: Tarik Cooley, Total Points: 1
NOTICE:  Player ID: 398, Name: Debra Gibson, Total Points: 29
NOTICE:  Player ID: 34, Name: Thomas Gonzalez, Total Points: 15
NOTICE:  Player ID: 57, Name: Martina Bradford, Total Points: 2
NOTICE:  Player ID: 310, Name: Kyla Quinn, Total Points: 0
NOTICE:  Player ID: 419, Name: Drake Mcdaniel, Total Points: 1
NOTICE:  Player ID: 339, Name: Harold Horne, Total Points: 29
NOTICE:  Player ID: 322, Name: Shannon Adams, Total Points: 10
NOTICE:  Player ID: 39, Name: Kristin Lopez, Total Points: 13
NOTICE:  Player ID: 369, Name: Lee Martinez, Total Points: 20
NOTICE:  Player ID: 289, Name: Albert Dominguez, Total Points: 1
NOTICE:  Player ID: 328, Name: Zachary Carson, Total Points: 17
NOTICE:  Player ID: 251, Name: Ava Joyce, Total Points: 2
NOTICE:  Player ID: 265, Name: Jennifer Poole, Total Points: 10
NOTICE:  Player ID: 283, Name: Clarence Ward, Total Points: 12
NOTICE:  Player ID: 291, Name: Tim Perez, Total Points: 12
NOTICE:  Player ID: 204, Name: Gabriel Salazar, Total Points: 21
NOTICE:  Player ID: 362, Name: Charles Bradley, Total Points: 30
NOTICE:  Player ID: 103, Name: Karen Wells, Total Points: 0
NOTICE:  Player ID: 170, Name: Herman Riggs, Total Points: 2
NOTICE:  Player ID: 86, Name: Austin Bonner, Total Points: 9
NOTICE:  Player ID: 274, Name: Jeffery Jordan, Total Points: 19
NOTICE:  Player ID: 128, Name: Ignacia Booker, Total Points: 29
NOTICE:  Player ID: 255, Name: Zenia Olsen, Total Points: 1
NOTICE:  Player ID: 107, Name: Jonathan Rivera, Total Points: 13
NOTICE:  Player ID: 251, Name: Kenneth Kidd, Total Points: 28
NOTICE:  Player ID: 99, Name: Connie Simmons, Total Points: 5
NOTICE:  Player ID: 327, Name: Pascale Lambert, Total Points: 3
NOTICE:  Player ID: 131, Name: Alexandria Combs, Total Points: 6
NOTICE:  Player ID: 340, Name: Reed Hobbs, Total Points: 10
NOTICE:  Player ID: 480, Name: Lydia Baxter, Total Points: 10
NOTICE:  Player ID: 291, Name: Theodore Franco, Total Points: 12
NOTICE:  Player ID: 397, Name: Roberta Shaw, Total Points: 27
NOTICE:  Player ID: 121, Name: Kathleen Flores, Total Points: 18
NOTICE:  Player ID: 1, Name: Callie Nieves, Total Points: 10
NOTICE:  Player ID: 191, Name: Nicholas Velasquez, Total Points: 0
NOTICE:  Player ID: 344, Name: Juliet Dorsey, Total Points: 20
NOTICE:  Player ID: 157, Name: Sarah Evans, Total Points: 11
NOTICE:  Player ID: 124, Name: Kenneth Gonzalez, Total Points: 13
NOTICE:  Player ID: 224, Name: Jamie Goodwin, Total Points: 9
NOTICE:  Player ID: 118, Name: Oscar Ferguson, Total Points: 19
NOTICE:  Player ID: 188, Name: Timothy Thompson, Total Points: 6
NOTICE:  Player ID: 395, Name: Edward Kidd, Total Points: 25
NOTICE:  Player ID: 469, Name: Tana Meyers, Total Points: 11
NOTICE:  Player ID: 235, Name: Mira Nixon, Total Points: 22
NOTICE:  Player ID: 91, Name: Clinton Tran, Total Points: 17
NOTICE:  Player ID: 190, Name: Garrison Bolton, Total Points: 22
NOTICE:  Player ID: 213, Name: Adriana Bailey, Total Points: 5
NOTICE:  Player ID: 314, Name: Brenda Smith, Total Points: 24
NOTICE:  Player ID: 266, Name: Tracy Ray, Total Points: 26
NOTICE:  Player ID: 135, Name: William Brooks, Total Points: 23
NOTICE:  Player ID: 345, Name: Stephanie Jones, Total Points: 10
NOTICE:  Player ID: 451, Name: Darrel Middleton, Total Points: 2
NOTICE:  Player ID: 313, Name: Stephanie Townsend, Total Points: 10
NOTICE:  Player ID: 78, Name: Yoshio Dickerson, Total Points: 12
NOTICE:  Player ID: 225, Name: Chaney Jacobs, Total Points: 11
NOTICE:  Player ID: 268, Name: Cynthia Beard, Total Points: 5
NOTICE:  Player ID: 286, Name: Ruben Davis, Total Points: 24
NOTICE:  Player ID: 278, Name: Brandon Sims, Total Points: 9
NOTICE:  Player ID: 439, Name: Cameron Casey, Total Points: 4
NOTICE:  Player ID: 90, Name: Sean Powers, Total Points: 1
NOTICE:  Player ID: 260, Name: Ashley Farley, Total Points: 17
NOTICE:  Player ID: 334, Name: Avram Neal, Total Points: 5
NOTICE:  Player ID: 428, Name: Heather Floyd, Total Points: 9
NOTICE:  Player ID: 290, Name: Vanessa Henderson, Total Points: 3
NOTICE:  Player ID: 276, Name: Matthew Lane, Total Points: 13
NOTICE:  Player ID: 164, Name: Kristen Hayes, Total Points: 7
NOTICE:  Player ID: 117, Name: Ciara Moreno, Total Points: 11
NOTICE:  Player ID: 66, Name: Ashley Hernandez, Total Points: 0
NOTICE:  Player ID: 219, Name: Risa Riddle, Total Points: 1
NOTICE:  Player ID: 140, Name: Shelley Dixon, Total Points: 4
NOTICE:  Player ID: 149, Name: Christopher Bruce, Total Points: 6
NOTICE:  Player ID: 364, Name: Jose Edwards, Total Points: 20
NOTICE:  Player ID: 51, Name: Thomas Boyle, Total Points: 3
NOTICE:  Player ID: 183, Name: Ciara Ramos, Total Points: 11
NOTICE:  Player ID: 307, Name: Keiko Conley, Total Points: 13
NOTICE:  Player ID: 263, Name: Lucius Blanchard, Total Points: 1
NOTICE:  Player ID: 184, Name: Derek Smith, Total Points: 12
NOTICE:  Player ID: 307, Name: Kristen Leon, Total Points: 13
NOTICE:  Player ID: 96, Name: Joel Walter, Total Points: 13
NOTICE:  Player ID: 235, Name: Paul Carlson, Total Points: 22
NOTICE:  Player ID: 292, Name: Nora Brennan, Total Points: 5
NOTICE:  Player ID: 161, Name: Addison Kim, Total Points: 26
NOTICE:  Player ID: 32, Name: Bree Wells, Total Points: 7
NOTICE:  Player ID: 169, Name: Norman Bowers, Total Points: 15
NOTICE:  Player ID: 12, Name: Martha Terry, Total Points: 12
NOTICE:  Player ID: 257, Name: Lisa Trujillo, Total Points: 11
NOTICE:  Player ID: 151, Name: Briar Alvarez, Total Points: 7
NOTICE:  Player ID: 172, Name: Indigo Bailey, Total Points: 3
NOTICE:  Player ID: 250, Name: Jill Valdez, Total Points: 17
NOTICE:  Player ID: 327, Name: Frank Benton, Total Points: 3
NOTICE:  Player ID: 259, Name: Mario Padilla, Total Points: 8
NOTICE:  Player ID: 117, Name: Rose Arnold, Total Points: 11
NOTICE:  Player ID: 95, Name: Barbara Barton, Total Points: 11
NOTICE:  Player ID: 417, Name: Hoyt Hinton, Total Points: 2
NOTICE:  Player ID: 145, Name: Vivian Burt, Total Points: 2
NOTICE:  Player ID: 392, Name: Chelsea Ochoa, Total Points: 13
NOTICE:  Player ID: 341, Name: Jeffrey Wright, Total Points: 9
NOTICE:  Player ID: 271, Name: Colt Hurley, Total Points: 6
NOTICE:  Player ID: 128, Name: Ignacia Booker, Total Points: 10
NOTICE:  Player ID: 363, Name: Elaine Anderson, Total Points: 11
NOTICE:  Player ID: 43, Name: Callum Lambert, Total Points: 8
NOTICE:  Player ID: 447, Name: Gannon Barton, Total Points: 7
NOTICE:  Player ID: 307, Name: Keiko Conley, Total Points: 10
NOTICE:  Player ID: 137, Name: Alexander Moreno, Total Points: 30
NOTICE:  Player ID: 120, Name: Steven Lang, Total Points: 30
NOTICE:  Player ID: 180, Name: Trevor Brown, Total Points: 7
NOTICE:  Player ID: 127, Name: Elliott Burt, Total Points: 30
NOTICE:  Player ID: 190, Name: Tammy Casey, Total Points: 0
NOTICE:  Player ID: 295, Name: Darlene Byrd, Total Points: 28
NOTICE:  Player ID: 125, Name: Noah Whitaker, Total Points: 22
NOTICE:  Player ID: 206, Name: Daniel Garcia, Total Points: 4
NOTICE:  Player ID: 85, Name: Emily Stephens, Total Points: 22
NOTICE:  Player ID: 101, Name: Ira Guerrero, Total Points: 2
NOTICE:  Player ID: 211, Name: Petra Barnes, Total Points: 7
NOTICE:  Player ID: 8, Name: Dylan Becker, Total Points: 10
NOTICE:  Player ID: 95, Name: David Collins, Total Points: 11
NOTICE:  Player ID: 81, Name: Shad Conway, Total Points: 17
NOTICE:  Player ID: 253, Name: Scott Mcknight, Total Points: 26
NOTICE:  Player ID: 158, Name: Ashley Atkinson, Total Points: 17
NOTICE:  Player ID: 196, Name: Mira Franklin, Total Points: 9
NOTICE:  Player ID: 38, Name: Sarah Johnson, Total Points: 18
NOTICE:  Player ID: 429, Name: Chelsea Lucas, Total Points: 2
NOTICE:  Player ID: 25, Name: Patricia Fernandez, Total Points: 9
NOTICE:  Player ID: 54, Name: Jose Ward, Total Points: 22
NOTICE:  Player ID: 151, Name: Briar Alvarez, Total Points: 11
NOTICE:  Player ID: 289, Name: Kane Bird, Total Points: 24
NOTICE:  Player ID: 186, Name: Scott Jordan, Total Points: 12
NOTICE:  Player ID: 277, Name: Ariel Yates, Total Points: 9
NOTICE:  Player ID: 40, Name: Curran Roy, Total Points: 10
NOTICE:  Player ID: 52, Name: Erin Wong, Total Points: 11
NOTICE:  Player ID: 335, Name: Eric Ayala, Total Points: 8
NOTICE:  Player ID: 101, Name: Kristi Flores, Total Points: 2
NOTICE:  Player ID: 103, Name: Fredericka Sharp, Total Points: 0
NOTICE:  Player ID: 239, Name: Hyatt Valenzuela, Total Points: 26
NOTICE:  Player ID: 152, Name: Jason Parrish, Total Points: 12
NOTICE:  Player ID: 375, Name: Willa Lopez, Total Points: 5
NOTICE:  Player ID: 102, Name: Ricky Evans, Total Points: 2
NOTICE:  Player ID: 279, Name: Gabriel Rutledge, Total Points: 7
NOTICE:  Player ID: 180, Name: August Buckley, Total Points: 7
NOTICE:  Player ID: 206, Name: Aileen Torres, Total Points: 4
NOTICE:  Player ID: 445, Name: Veda Singleton, Total Points: 11
NOTICE:  Player ID: 30, Name: Dana Williams, Total Points: 18
NOTICE:  Player ID: 340, Name: Angela Sloan, Total Points: 10
NOTICE:  Player ID: 337, Name: Britanney Benjamin, Total Points: 12
NOTICE:  Player ID: 312, Name: Michael Vega, Total Points: 11
NOTICE:  Player ID: 106, Name: Angela Anderson, Total Points: 0
NOTICE:  Player ID: 187, Name: Kevin Morrison, Total Points: 28
NOTICE:  Player ID: 86, Name: Austin Bonner, Total Points: 27
NOTICE:  Player ID: 235, Name: Mira Nixon, Total Points: 11
NOTICE:  Player ID: 23, Name: Nita Wolfe, Total Points: 3
NOTICE:  Player ID: 287, Name: Kareem Pena, Total Points: 2
NOTICE:  Player ID: 292, Name: Nora Brennan, Total Points: 26
NOTICE:  Player ID: 282, Name: Nicole Turner, Total Points: 5
NOTICE:  Player ID: 203, Name: Daniel Wright, Total Points: 2
NOTICE:  Player ID: 29, Name: John Santiago, Total Points: 25
NOTICE:  Player ID: 139, Name: Lisa Craig, Total Points: 27
NOTICE:  Player ID: 84, Name: Katelyn Good, Total Points: 22
NOTICE:  Player ID: 351, Name: Jessica Payne, Total Points: 12
NOTICE:  Player ID: 239, Name: Michelle Crane, Total Points: 26
NOTICE:  Player ID: 89, Name: Kai Nielsen, Total Points: 5
NOTICE:  Player ID: 359, Name: Phyllis Meyer, Total Points: 2
NOTICE:  Player ID: 189, Name: Tanya Carter, Total Points: 3
NOTICE:  Player ID: 221, Name: Danielle Reynolds, Total Points: 30
NOTICE:  Player ID: 199, Name: Kristina Jones, Total Points: 11
NOTICE:  Player ID: 304, Name: Kimberly Vaughn, Total Points: 0
NOTICE:  Player ID: 18, Name: Kylan Hahn, Total Points: 6
NOTICE:  Player ID: 45, Name: Idona George, Total Points: 2
NOTICE:  Player ID: 74, Name: Cade Thomas, Total Points: 5
NOTICE:  Player ID: 315, Name: Denton Mckenzie, Total Points: 30
NOTICE:  Player ID: 146, Name: Brody Dudley, Total Points: 7
NOTICE:  Player ID: 183, Name: Brittney Gonzalez, Total Points: 19
NOTICE:  Player ID: 228, Name: Dawn Sweeney, Total Points: 10
NOTICE:  Player ID: 40, Name: Nancy Smith, Total Points: 16
NOTICE:  Player ID: 270, Name: Flynn Lancaster, Total Points: 2
NOTICE:  Player ID: 278, Name: Brandon Sims, Total Points: 3
NOTICE:  Player ID: 248, Name: Amber Sherman, Total Points: 3
NOTICE:  Player ID: 86, Name: Madeline Wright, Total Points: 27
NOTICE:  Player ID: 351, Name: Rashad Whitley, Total Points: 16
NOTICE:  Player ID: 33, Name: Iliana Strickland, Total Points: 4
NOTICE:  Player ID: 41, Name: Rhiannon Roy, Total Points: 2
NOTICE:  Player ID: 175, Name: Angela Carlson, Total Points: 17
NOTICE:  Player ID: 80, Name: Rashad Hull, Total Points: 17
NOTICE:  Player ID: 194, Name: Stephanie Murray, Total Points: 2
NOTICE:  Player ID: 234, Name: Isaac Steele, Total Points: 0
NOTICE:  Player ID: 368, Name: Eric Martin, Total Points: 25
NOTICE:  Player ID: 17, Name: Chelsea Lee, Total Points: 29
NOTICE:  Player ID: 287, Name: Kareem Pena, Total Points: 1
NOTICE:  Player ID: 477, Name: Renee Raymond, Total Points: 2
NOTICE:  Player ID: 225, Name: Barbara Lloyd, Total Points: 11
NOTICE:  Player ID: 110, Name: Joseph Nunez, Total Points: 4
NOTICE:  Player ID: 58, Name: Michael Walker, Total Points: 1
NOTICE:  Player ID: 100, Name: Brandon Cooper, Total Points: 0
NOTICE:  Player ID: 1, Name: Amanda Erickson, Total Points: 10
NOTICE:  Player ID: 102, Name: Xanthus Holt, Total Points: 18
NOTICE:  Player ID: 87, Name: Ariana Kirkland, Total Points: 7
NOTICE:  Player ID: 386, Name: Silas Paul, Total Points: 12
NOTICE:  Player ID: 322, Name: Shannon Adams, Total Points: 30
NOTICE:  Player ID: 317, Name: Katie Henderson, Total Points: 7
NOTICE:  Player ID: 199, Name: Kyla Brennan, Total Points: 11
NOTICE:  Player ID: 375, Name: Willa Lopez, Total Points: 18
NOTICE:  Player ID: 222, Name: Jo Ware, Total Points: 3
NOTICE:  Player ID: 293, Name: Michael Evans, Total Points: 0
NOTICE:  Player ID: 95, Name: David Collins, Total Points: 22
NOTICE:  Player ID: 164, Name: Alea Woodard, Total Points: 7
NOTICE:  Player ID: 165, Name: Clark Michael, Total Points: 9
NOTICE:  Player ID: 162, Name: Matthew Mack, Total Points: 12
NOTICE:  Player ID: 228, Name: Dawn Sweeney, Total Points: 10
NOTICE:  Player ID: 153, Name: Joseph Glass, Total Points: 6
NOTICE:  Player ID: 56, Name: Erik Parks, Total Points: 18
NOTICE:  Player ID: 25, Name: Michael Ramos, Total Points: 9
NOTICE:  Player ID: 460, Name: Buckminster Morrison, Total Points: 4
NOTICE:  Player ID: 261, Name: Signe Pitts, Total Points: 12
NOTICE:  Player ID: 251, Name: Ava Joyce, Total Points: 28
NOTICE:  Player ID: 134, Name: Oren Giles, Total Points: 0
NOTICE:  Player ID: 323, Name: Kevin Leon, Total Points: 17
NOTICE:  Player ID: 140, Name: Shelley Dixon, Total Points: 5
NOTICE:  Player ID: 336, Name: Jeremy Hicks, Total Points: 3
NOTICE:  Player ID: 245, Name: Gary Ellis, Total Points: 17
NOTICE:  Player ID: 348, Name: Miguel Carter, Total Points: 5
NOTICE:  Player ID: 86, Name: Madeline Wright, Total Points: 9
NOTICE:  Player ID: 335, Name: Ira Carpenter, Total Points: 12
NOTICE:  Player ID: 184, Name: Byron Ford, Total Points: 12
NOTICE:  Player ID: 133, Name: Velma Atkins, Total Points: 26
NOTICE:  Player ID: 134, Name: Oren Giles, Total Points: 28
NOTICE:  Player ID: 125, Name: Thor Mooney, Total Points: 22
NOTICE:  Player ID: 114, Name: Brielle Doyle, Total Points: 12
NOTICE:  Player ID: 257, Name: Timothy Bond, Total Points: 11
NOTICE:  Player ID: 452, Name: Ulla Cochran, Total Points: 10
NOTICE:  Player ID: 21, Name: Keith Berry, Total Points: 5
NOTICE:  Player ID: 91, Name: Clinton Tran, Total Points: 5
NOTICE:  Player ID: 323, Name: Brian Miller, Total Points: 12
NOTICE:  Player ID: 468, Name: Brady Kirby, Total Points: 3
